Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
8700000,1.3088392,600.02,189.72945,909.531302921176,909.531302921176,125.33301,0.026434703,0.00016972906,0.15657634,0.0028331592,1.0
8730000,1.3088746,484.38709677419354,159.57283,731.7511618819929,731.7511618819929,213.7243,0.025728904,0.0001692542,0.15641806,0.0028252606,1.0
8760000,1.3090724,493.04918032786884,171.2938,740.7876072467351,740.7876072467351,291.93588,0.026181018,0.00016878024,0.15626004,0.0028173767,1.0
8790000,1.3089936,461.22727272727275,175.54228,727.9974961790347,727.9974961790347,400.0495,0.031222042,0.00016831409,0.15610465,0.0028096233,1.0
8820000,1.3089671,525.8,194.52367,760.0843889006113,760.0843889006113,395.8089,0.020657675,0.00016784405,0.15594803,0.0028018055,1.0
8850000,1.308819,617.6875,198.20622,948.0667697985967,948.0667697985967,276.43967,0.019775547,0.00016753687,0.15584561,0.002796695,1.0
8880000,1.3086869,681.3777777777777,225.80156,1047.0798218992022,1047.0798218992022,269.4195,0.02354557,0.00016706492,0.15568829,0.0027888464,1.0
8910000,1.3085868,573.6862745098039,200.62552,876.579575967555,876.579575967555,264.40335,0.01961314,0.00016660191,0.15553392,0.0027811443,1.0
8940000,1.3083961,713.547619047619,240.51833,1106.2795034533456,1106.2795034533456,251.95538,0.027394004,0.00016612462,0.15537483,0.0027732055,1.0
8970000,1.3080776,660.0217391304348,212.50618,1024.920143995596,1024.920143995596,257.3308,0.020375438,0.0001656601,0.15522002,0.0027654788,1.0
9000000,1.3079882,572.15,199.69312,849.4377462560481,849.4377462560481,265.49158,0.018617392,0.00016519055,0.15506348,0.0027576685,1.0
9030000,1.3075697,615.0238095238095,206.48483,982.5112770618276,982.5112770618276,277.475,0.021615885,0.00016472214,0.15490736,0.0027498773,1.0
9060000,1.3072468,697.1666666666666,226.24179,1088.4812630500112,1088.4812630500112,277.17496,0.020982571,0.00016440045,0.15480012,0.0027445266,1.0
9090000,1.3070215,601.66,204.3458,937.9171558690072,937.9171558690072,155.22076,0.024846608,0.00016392971,0.15464321,0.002736697,1.0
9120000,1.3070229,545.0181818181818,206.88835,855.1144188566641,855.1144188566641,324.7106,0.0215714,0.0001634563,0.15448539,0.0027288212,1.0
9150000,1.3070021,558.7454545454545,194.87355,860.3439712436111,860.3439712436111,400.34363,0.021275079,0.00016297543,0.15432513,0.0027208233,1.0
9180000,1.3069533,596.1224489795918,203.08273,923.1641350376606,923.1641350376606,325.88333,0.024931295,0.00016250364,0.15416783,0.0027129753,1.0
9210000,1.3068912,651.125,228.75435,1009.5873813755969,1009.5873813755969,300.88757,0.022545528,0.00016202708,0.15400898,0.0027050492,1.0
9240000,1.3068066,515.3214285714286,201.32988,814.0089616017383,814.0089616017383,269.09247,0.02362948,0.00016156198,0.15385395,0.0026973123,1.0
9270000,1.3067621,492.98333333333335,177.86789,764.4468439956506,764.4468439956506,340.21884,0.021904303,0.00016124953,0.15374981,0.002692116,1.0
9300000,1.3064861,612.6862745098039,210.2149,963.8083658409118,963.8083658409118,217.4495,0.020864937,0.00016077905,0.15359296,0.0026842905,1.0
9330000,1.3064183,583.04,224.66426,906.0905609890526,906.0905609890526,386.39597,0.02118375,0.00016030626,0.15343538,0.0026764264,1.0
9360000,1.3063596,635.1063829787234,226.09065,1001.5573490071804,1001.5573490071804,384.1283,0.019894555,0.00015984119,0.1532804,0.0026686918,1.0
9390000,1.3063527,705.5116279069767,232.20331,1121.2583986423735,1121.2583986423735,263.95877,0.02353502,0.00015937265,0.1531242,0.002660898,1.0
9420000,1.30618,599.8,213.42883,958.9719726691643,958.9719726691643,223.4963,0.019732777,0.00015890281,0.15296757,0.002653083,1.0
9450000,1.305868,569.25,216.64864,881.0666132790071,881.0666132790071,275.6987,0.018166544,0.00015843472,0.15281156,0.0026452967,1.0
9480000,1.305647,545.6666666666666,203.26244,861.9903662811827,861.9903662811827,472.1789,0.019813,0.00015811423,0.15270472,0.0026399652,1.0
9510000,1.3055344,540.0535714285714,209.78003,860.8417777983205,860.8417777983205,329.02228,0.018813085,0.00015764011,0.15254667,0.00263208,1.0
9540000,1.3051977,677.7777777777778,227.63354,1069.3460091339218,1069.3460091339218,287.54788,0.02167484,0.00015716105,0.152387,0.0026241103,1.0
9570000,1.3047099,579.4313725490196,198.3441,911.2455562025893,911.2455562025893,197.96754,0.020064164,0.00015668057,0.15222685,0.002616119,1.0
9600000,1.3046095,736.390243902439,253.55264,1170.9336453298242,1170.9336453298242,278.20624,0.019768765,0.00015620973,0.1520699,0.0026082864,1.0
