,step,seed0,seed1,seed2,seed3,seed4,seed5,seed6,seed7,seed8,seed9,seed10,seed11,seed12,seed13,seed14,seed15,seed16,seed17,seed18,seed19
0,0,-1.1183139282817862,-1.6001082490786187,-0.9998624951402671,-1.0429219271444803,-1.681082557019606,-1.067627034908063,-1.6714534415683187,-1.1802183546616787,-0.9914294467662669,-1.6370478523066567,-1.1222260641215402,-1.7829690207338056,-1.6629881752817584,-1.1676360376336279,-1.6205443349496884,-1.6281979108733782,-1.306077749421623,-1.6094838964887503,-1.3610799240498779,-0.8986597834900312
1,1,-1.1741109555917475,-1.6961011463900526,-1.0351555692477012,-1.0881235801121247,-1.7491570738803583,-1.0950825252713219,-1.7351009690189692,-1.2022140233230934,-1.0512481690363786,-1.6647080246034889,-1.1463896330559586,-1.8587488914865349,-1.6968753511018562,-1.2070455921491376,-1.6791010739618566,-1.685077946138931,-1.3640604489655226,-1.6616634576522415,-1.4123537126176355,-0.9353002741148664
2,2,-1.2109736892053473,-1.7004461689287913,-1.0561226854914245,-1.1515677108197282,-1.8147185326731043,-1.1401241503777333,-1.7904068192194906,-1.2400874864933698,-1.1004799766254751,-1.7233655985193719,-1.1680227233053857,-1.9762522417281865,-1.762736655722043,-1.2436715867478856,-1.7306537006419926,-1.7398003790958745,-1.402686570925584,-1.6918983957722142,-1.4284791175690743,-0.9856905559016722
3,3,-1.241101294696163,-1.737407349897793,-1.0785323226113543,-1.2118412267553111,-1.8797307963732766,-1.1749156840000232,-1.8531211283236795,-1.267411882829179,-1.1125534373042183,-1.7772314218735334,-1.1976694458539516,-2.0871207598715533,-1.7975581820805098,-1.2990011419578957,-1.7973403422225944,-1.7647533622095404,-1.4408569557928557,-1.7703636767834718,-1.4720969643717374,-1.0335296397779028
4,4,-1.3009978772277961,-1.8145823580738816,-1.1198557428702267,-1.2974887568433386,-1.9348828178673252,-1.211002388829073,-1.9145270563278174,-1.2863085305839548,-1.162275080300942,-1.8080648273862445,-1.2336052608853036,-2.1832441732847503,-1.8488004299191758,-1.3223557087600595,-1.812640523299968,-1.7994137076525298,-1.4724720829622506,-1.7943162155803059,-1.4890226208663742,-1.0651060733758384
5,5,-1.3435444307333406,-1.8165354239318356,-1.1494228266898154,-1.3292013941101208,-1.9816657911310858,-1.2441207632714948,-1.9710641865650615,-1.3572863662903698,-1.210854740087831,-1.8350876676986996,-1.2649229130258872,-2.283678578749417,-1.9228747728815654,-1.3730318808367745,-1.9053305703212406,-1.8567175564090512,-1.538109865956306,-1.8750655991978462,-1.5313278305866636,-1.123346290523004
6,6,-1.3829087670280251,-1.8990745678483507,-1.161203943140137,-1.422797724252143,-2.067002803922969,-1.2708565242758896,-2.0543647917268797,-1.375861521588946,-1.2612187999831497,-1.9009854448475638,-1.2853614060823604,-2.433544142252703,-1.9850476288903929,-1.4407066195129155,-1.9414468696258183,-1.9289370781659103,-1.5436484262094747,-1.9542740612181855,-1.5716313816481935,-1.1703389328065927
7,7,-1.4321179215835953,-1.931742811054003,-1.2196009719366907,-1.4854736030820428,-2.1343120117892234,-1.313650742785562,-2.080044713431118,-1.3859604780119346,-1.2929034560880548,-1.9535195028446393,-1.3133458273204153,-2.5288397735664336,-2.038437159847635,-1.4732767677365575,-1.9998675969197095,-1.9432066640486434,-1.6125537546961521,-2.014032574042183,-1.6088396425416942,-1.1973066669691192
8,8,-1.48158908745926,-1.9990216193322348,-1.2681090188598232,-1.5738374360326763,-2.2032008321949403,-1.318872730356278,-2.2005549130145963,-1.450857395312841,-1.354228664006977,-2.0184595691825495,-1.3668357110848974,-2.6805850234946997,-2.1211061885371434,-1.517192874605926,-2.082032832935054,-1.9952273920702361,-1.6593415378314742,-2.09573019831417,-1.6578614626100168,-1.271465106536866
9,9,-1.5443208102729482,-2.0822275872450997,-1.3079326021893265,-1.6654557742351443,-2.27993752302137,-1.34829196053627,-2.272581320338811,-1.4829828434576984,-1.3812486617079176,-2.063049907574689,-1.3863017526450359,-2.8171523931706104,-2.20444064692325,-1.5744392663725306,-2.1360561178355417,-2.0866579839202144,-1.6852445829850005,-2.1808512546511074,-1.6940882453413078,-1.293477451924985
