,step,seed0,seed1
119,119,-5.506528932457697,-5.59041017946699
120,120,-5.325376864913183,-5.722752861431303
121,121,-5.401654987997423,-5.63706077121483
122,122,-5.251828560575707,-5.66150983626929
123,123,-5.361310602271781,-5.559817610497531
124,124,-5.391231290818462,-5.657397924299274
125,125,-5.428705601548998,-5.555243551938468
126,126,-5.548116033411527,-5.468704435600111
127,127,-5.430176762599083,-5.685671763094297
128,128,-5.300888175804203,-5.481748473982101
129,129,-5.323013920381439,-5.715351793250471
130,130,-5.398885584675971,-5.583052537146638
131,131,-5.487367048210259,-5.684285665374534
132,132,-5.375155994634345,-5.699137299103039
133,133,-5.384304340059098,-5.725035039193188
134,134,-5.5032988045181375,-5.628794611201284
135,135,-5.470227414821894,-5.737223229533556
136,136,-5.5194912435969865,-5.593204959527685
137,137,-5.53255698553693,-5.6996208472785215
138,138,-5.424762300664731,-5.783776559773385
139,139,-5.487776865560034,-5.806649749834137
140,140,-5.449747556293761,-5.648738855504754
141,141,-5.512430469831618,-5.72717507684751
142,142,-5.4241359804547145,-5.861645898927419
143,143,-5.467961391124169,-5.716261678162811
144,144,-5.517661784777537,-5.7128649652986345
145,145,-5.428247414152531,-5.791476541432232
146,146,-5.467018770021445,-5.609466462481996
147,147,-5.49209631328322,-5.766556766663042
148,148,-5.487729617854,-5.736880098183572
149,149,-5.496853388963573,-5.794424892126598
150,150,-5.621032635742993,-5.734654560267223
151,151,-5.570570583547094,-5.734982976507695
152,152,-5.641014305229287,-5.5284178859804065
153,153,-5.618818743105354,-5.7521600595170685
154,154,-5.504188246497508,-5.874837236792218
155,155,-5.6363577529200795,-5.696285770092793
156,156,-5.602832098139263,-5.663239317095354
157,157,-5.50247736547716,-5.728657011063329
158,158,-5.49904485903758,-5.706384709117215
159,159,-5.56645066979105,-5.569386010044361
160,160,-5.669484520430034,-5.772765083177805
161,161,-5.588983185677618,-5.8216539418738265
162,162,-5.66890193945377,-5.884952002290346
163,163,-5.558104990114224,-5.908726715016025
164,164,-5.54415395484243,-5.839024981024233
165,165,-5.472544250465649,-5.854146236096474
166,166,-5.547542241659252,-5.712660581078598
167,167,-5.558962724820207,-5.807524668353962
168,168,-5.669462667581308,-5.781148779353505
169,169,-5.67538150767757,-5.772776788009494
170,170,-5.657061082003743,-5.825114839048338
171,171,-5.578491792102411,-5.734596626322641
172,172,-5.439565207742997,-5.867009382288389
173,173,-5.575881981413189,-5.897670282004321
174,174,-5.681138025081527,-5.8830688727243885
175,175,-5.549306933871483,-5.88291867900575
176,176,-5.830711974419655,-5.844177813659049
177,177,-5.69794809119428,-5.84009567361072
178,178,-5.557988308401281,-5.8349008377145735
179,179,-5.6920926815878525,-5.703381640233379
180,180,-5.693994283178889,-5.893519865501244
181,181,-5.654564011609618,-5.762013640377472
182,182,-5.764277638813725,-5.851862146020737
183,183,-5.734956740767008,-5.95324932296791
184,184,-5.62730870705022,-5.9572317318425565
185,185,-5.961776542703336,-5.793983733501458
186,186,-5.701754523494777,-5.777223503839404
187,187,-5.702982241481589,-5.822781171036279
188,188,-5.71351694357698,-5.901028651308996
189,189,-5.741387041855357,-5.924900805905953
190,190,-5.723795612318393,-5.8661850328030845
191,191,-5.647514416350518,-5.967055777251946
192,192,-5.7277196284708936,-5.918339322123543
193,193,-5.633138331866174,-5.876770744106964
194,194,-5.687213000028265,-5.961574816870269
195,195,-5.764965490389148,-5.9456772529351465
196,196,-5.6573176259555,-5.8361086926531955
197,197,-5.7256581879434805,-5.87286967262345
198,198,-5.819995384945906,-5.917057472150072
199,199,-5.713986984445206,-5.875068970804302
200,200,-5.667209927342796,-5.770406303985512
