,step,seed0,seed1
125,125,-5.332174772788315,-8.134837596955622
126,126,-5.347707021850426,-8.176834110503505
127,127,-5.284030632648856,-8.111341641219926
128,128,-5.4288471417832005,-8.043417135307878
129,129,-5.280446504994155,-8.209473463523858
130,130,-5.418670296421511,-8.210537783819063
131,131,-5.388749794542189,-7.986373405939652
132,132,-5.4081510581087855,-8.266553107656463
133,133,-5.515115102029521,-8.197275897348586
134,134,-5.511153642805616,-8.245345126500604
135,135,-5.488177818443568,-8.227053297327467
136,136,-5.371579840684485,-8.14577851729708
137,137,-5.441505708582774,-8.218972723751584
138,138,-5.561216797844567,-8.13102519505657
139,139,-5.446678769850498,-8.273136572756384
140,140,-5.427234862836446,-8.137608172916561
141,141,-5.3885772262646725,-8.222143822478754
142,142,-5.580638981557341,-8.190665888619815
143,143,-5.511719799818309,-8.202727976489507
144,144,-5.490061827977932,-8.18022560964357
145,145,-5.539668651544955,-8.299888055922187
146,146,-5.597441016432441,-8.23970487804707
147,147,-5.571972378503224,-8.258109169989055
148,148,-5.535832024564851,-8.36171882209486
149,149,-5.444462783785644,-8.127731714463565
150,150,-5.573415735873556,-8.319261578026094
151,151,-5.406401324841119,-8.24649672093194
152,152,-5.6037003663419425,-8.160329141796453
153,153,-5.651660902355834,-8.252147937521867
154,154,-5.552416003345423,-8.2707965611822
155,155,-5.5596483646077,-8.323026441881552
156,156,-5.58652204058057,-8.127336882952445
157,157,-5.522369121047882,-8.25512550834804
158,158,-5.540920060926679,-8.218616723486658
159,159,-5.541374930012956,-8.272695175660422
160,160,-5.522057743162834,-8.297967859990532
161,161,-5.471639280165452,-8.35737179378043
162,162,-5.549018686785398,-8.322240384329822
163,163,-5.622588500701941,-8.334217848272814
164,164,-5.671825151633252,-8.272680520801483
165,165,-5.64394340550101,-8.439461438285921
166,166,-5.643966744757108,-8.277381185492729
167,167,-5.488246722668054,-8.389956626766098
168,168,-5.586902974171794,-8.43418440327219
169,169,-5.615225207694242,-8.405160582415347
170,170,-5.613917926854407,-8.306827063651964
171,171,-5.447997059829053,-8.246365371234907
172,172,-5.580097428492164,-8.364766839901879
173,173,-5.6358075273443395,-8.374895905089481
174,174,-5.710123610619588,-8.562644998346073
175,175,-5.650934074571285,-8.304260727949107
176,176,-5.726824398328678,-8.456318418512208
177,177,-5.58014774201198,-8.364715502837539
178,178,-5.615250825395538,-8.313199829675135
179,179,-5.689360409802179,-8.216625202864169
180,180,-5.585391075657957,-8.415047107695626
181,181,-5.631292510086583,-8.313139833995272
182,182,-5.715972858599521,-8.364985501147396
183,183,-5.627551349045643,-8.24745452821359
184,184,-5.7224883103530555,-8.332760497297592
185,185,-5.701410027802496,-8.372096174848949
186,186,-5.649202830854467,-8.4463049265643
187,187,-5.735668623623311,-8.363284423122803
188,188,-5.648976310911807,-8.406713291376857
189,189,-5.715202136052556,-8.442639151048148
190,190,-5.552844745083268,-8.46028969156888
191,191,-5.734748138839461,-8.599366425723304
192,192,-5.82946933801551,-8.459185606433696
193,193,-5.743118978585225,-8.451977771480715
194,194,-5.842433557947094,-8.471693967108909
195,195,-5.855595686299722,-8.391581736804884
196,196,-5.672172226813615,-8.39613197157987
197,197,-5.68465305480727,-8.501835136264777
198,198,-5.864604637212897,-8.538897085633497
199,199,-5.741708613911829,-8.308344167401453
200,200,-5.728205251968071,-8.338380445970726
