,step,seed0,seed1,seed2,seed3,seed4,seed5,seed6,seed7,seed8,seed9,seed10,seed11,seed12,seed13,seed14,seed15,seed16,seed17,seed18,seed19
0,0,-1.071981347698238,-1.5819956818227563,-1.1756375729288273,-2.3270997426035493,-1.5221391407846498,-0.7351815267550844,-1.5641722474756063,-1.36514104240196,-0.7051334382053672,-1.7206425329618862,-1.4129955329531496,-1.8642314796175818,-0.8371322071359512,-2.06609568158481,-0.9600869522084252,-1.2707744841288953,-1.3302440957639878,-1.1375400086149916,-1.6715791923916774,-1.2692824573137345
1,1,-1.1173016358078762,-1.6634403876321586,-1.2133076633114233,-2.3891036707794844,-1.5840810529351548,-0.7754210333224272,-1.6304337006381147,-1.4251591088905224,-0.7286256726571136,-1.8054307855203082,-1.4792755940938862,-1.927082466237001,-0.8908074596019291,-2.1350656729129676,-0.9853656707645745,-1.375780340752521,-1.3985251581247597,-1.17907502559105,-1.7705174608285295,-1.3314166301621597
2,2,-1.1680336069269674,-1.7173195727492412,-1.252136425714335,-2.4598199976774153,-1.6532198701559642,-0.7980953025667888,-1.719655569072711,-1.4819691837357902,-0.7897225608541638,-1.864515987387306,-1.5716271123618581,-2.0221457875755564,-0.9367869381767399,-2.2132532044923576,-1.0255224780764818,-1.470164148465867,-1.4708021699967015,-1.2243989736072454,-1.8995929522635198,-1.3906647947895703
3,3,-1.202578001604903,-1.7745460051131796,-1.2850174694462349,-2.52311272526016,-1.7116622244645656,-0.8429549710732274,-1.773117842689233,-1.5410610249247847,-0.8418324477609052,-1.9518531785470001,-1.6445223456785591,-2.1136963882712125,-0.9879992592913809,-2.281327053296832,-1.0402297215783907,-1.562463718343971,-1.529802077076268,-1.2628572577741952,-1.988526243955049,-1.4426585264067349
4,4,-1.2438909055164244,-1.8455429123868223,-1.332479971010509,-2.6069603718594747,-1.7681356970748943,-0.8846988042402191,-1.8814654262077959,-1.5997570101945826,-0.8765588070715165,-2.004938888236431,-1.7154857757417168,-2.173569580474872,-1.0423271598035584,-2.3463643289425264,-1.0813763044275562,-1.6458653531148457,-1.6015274498759757,-1.2987985979845842,-2.0802397414153,-1.4895833079867917
5,5,-1.291681668221729,-1.8899324688041519,-1.3788720215850085,-2.6304620268453553,-1.848199612890095,-0.9064748532473683,-1.9547445729801651,-1.6672602966636672,-0.9310160451472916,-2.1186030420439614,-1.7988826516338894,-2.2849589957613916,-1.09753404273474,-2.4105573112308547,-1.0992535768046232,-1.7698628639207075,-1.678963104505607,-1.3356431616770845,-2.214925648105014,-1.5464826060127632
6,6,-1.3329189374080188,-1.960209492016263,-1.4267630977033132,-2.7289494899245916,-1.9196044293519536,-0.9459771884874123,-2.027601729479861,-1.7466952806041038,-0.9834672453503248,-2.1941369651736715,-1.8645588835207876,-2.3248704102111097,-1.1538203048238238,-2.5417611926764208,-1.144612369661971,-1.8872151625412315,-1.7723334631530923,-1.3966790019812159,-2.35782205608201,-1.6099710576911859
7,7,-1.3755411861539137,-2.038212349396544,-1.4811408387549339,-2.7930644560919196,-1.9925498066607938,-0.984982321084698,-2.128208301268803,-1.816793811158411,-1.0286615960948846,-2.2896359975463945,-1.9414945126307217,-2.4571343147549074,-1.2058830750991067,-2.629038842158984,-1.1977389033088834,-1.9759244664780402,-1.8353938977353268,-1.4291405239458232,-2.4853150231833707,-1.6670205106097815
8,8,-1.4036269725191222,-2.099271696452089,-1.5274678696240367,-2.8530707858541366,-2.077919024381861,-1.0224398299986839,-2.251889609585129,-1.867982901337065,-1.0859668894692955,-2.4057490425453247,-2.0440543880765083,-2.579779440659216,-1.2609662172682121,-2.6900164289210347,-1.2282760187674238,-2.1117061024677826,-1.8999538323119678,-1.4704932205104413,-2.6403093888225277,-1.728789971828965
9,9,-1.4761299388924436,-2.1786402764702335,-1.5707036912747103,-3.0005443422432463,-2.1797055372965364,-1.0600920521947215,-2.3169864892133782,-1.9526333374678846,-1.1271578265958677,-2.5320625950960007,-2.1241862662809017,-2.6676674198249444,-1.3187259217750846,-2.787397680171552,-1.2635520842009904,-2.2246279749141675,-2.013108040078765,-1.5103666431707596,-2.8016532835327044,-1.8016870081233707
