,step,seed0,seed1
93,93,-6.038509734045957,-6.248823232897858
94,94,-6.099525071693141,-6.243290922465579
95,95,-6.164029070678511,-6.058557872514491
96,96,-6.204306462922716,-6.302817777067984
97,97,-6.1928605585524,-6.253838054370281
98,98,-6.212512255509631,-6.286057564022209
99,99,-6.110719241273036,-6.2283368471905005
100,100,-6.126441157354379,-6.240474073788342
101,101,-6.14475086589401,-6.152423303213159
102,102,-6.275814100920584,-6.164014415900951
103,103,-6.08887391556504,-6.273704116583794
104,104,-6.084199283380542,-6.323927133814738
105,105,-6.246741497524369,-6.264451300264386
106,106,-6.213244141089931,-6.241863922337512
107,107,-6.292778213848173,-6.299298298122873
108,108,-6.185867695390191,-6.202687280742389
109,109,-6.085842206287972,-6.156600548072078
110,110,-6.214930461251591,-6.247664341448026
111,111,-6.104121370603005,-6.237211327458662
112,112,-6.144728797791299,-6.387892681321256
113,113,-6.082897721029511,-6.270245739348859
114,114,-6.21426271463738,-6.282885620067549
115,115,-6.091129250227379,-6.278626140936816
116,116,-6.081757349463836,-6.3758612604478655
117,117,-6.297581163265401,-6.205034784476873
118,118,-6.225134248379154,-6.23933225257869
119,119,-6.2351087995740215,-6.20132291062484
120,120,-6.285898437871451,-6.258051029066339
121,121,-6.223771398018787,-6.1165491876338605
122,122,-6.180496487130456,-6.3265859851224615
123,123,-6.12566172223706,-6.239047490395432
124,124,-6.151200392990881,-6.354147842154939
125,125,-6.257147006526885,-6.299729924882113
126,126,-6.15616575011686,-6.335856911396033
127,127,-6.187735688280829,-6.243694972360524
128,128,-6.211996516579861,-6.241930685496634
129,129,-6.128424991496618,-6.209450034178462
130,130,-6.181681209141375,-6.2173674861575865
131,131,-6.159166533168475,-6.382565046505605
132,132,-6.2273557732921425,-6.2379854459497714
133,133,-6.263596132216283,-6.327214052253663
134,134,-6.22700212667736,-6.355041545139882
135,135,-6.170950357410839,-6.24664450312189
136,136,-6.127860499035227,-6.040371766192377
137,137,-6.123000639038699,-6.22110523505351
138,138,-6.246013247353961,-6.245169797648415
139,139,-6.2707417743458675,-6.30593132008242
140,140,-6.140784702111209,-6.338881394550213
141,141,-6.196371925581629,-6.230574009208935
142,142,-6.171716993923755,-6.253152792056561
143,143,-6.094064575278984,-6.345174555925731
144,144,-6.317649474379885,-6.323334923949562
145,145,-6.293733299473174,-6.336009129440726
146,146,-6.291220360707985,-6.288604081270136
147,147,-6.250713040411085,-6.303000959836696
148,148,-6.161508821431467,-6.237854223980458
149,149,-6.3166471886888775,-6.253185877809175
150,150,-6.199611919160656,-6.244440948706104
151,151,-6.157506193013001,-6.410398099269887
152,152,-6.290037177276954,-6.353450078533111
153,153,-6.270109085600347,-6.23713799184556
154,154,-6.351983607806102,-6.472860111824327
155,155,-6.1319953942933845,-6.320416511662237
156,156,-6.2763267583764835,-6.175847109871207
157,157,-6.325708566976214,-6.1524968729508505
158,158,-6.14563531449992,-6.327782278287612
159,159,-6.254744745726808,-6.352522182377901
160,160,-6.241120503007071,-6.402309839000774
161,161,-6.011957410762375,-6.3053107151676
162,162,-6.314272441076453,-6.2006380062989495
163,163,-6.2433601380756265,-6.342529139143445
164,164,-6.204950583664381,-6.318625105240016
165,165,-6.2974450916979,-6.340355135655086
166,166,-6.2317779006336504,-6.316579599648824
167,167,-6.255461511730291,-6.338868859026817
168,168,-6.281274686123387,-6.331002269356157
169,169,-6.3001290844787246,-6.313141951387997
170,170,-6.365457716687933,-6.358831474030291
171,171,-6.1588538181885335,-6.252817802591209
172,172,-6.1470737733987875,-6.235904241401182
173,173,-6.250073919515317,-6.337457427452351
174,174,-6.373878958544324,-6.292947776760855
175,175,-6.279676349365418,-6.3515530651269305
176,176,-6.245184912138582,-6.315772837413478
177,177,-6.159696050213606,-6.202298698969746
178,178,-6.23507144027836,-6.229928351390333
179,179,-6.256668936118158,-6.211264956382261
180,180,-6.254634039754291,-6.226431134122783
181,181,-6.2880663944726995,-6.2373727716105565
182,182,-6.169333623034771,-6.337233135537188
183,183,-6.131414518314298,-6.198608458029664
184,184,-6.305641757657699,-6.244081296029839
185,185,-6.146981021436132,-6.214936753770478
186,186,-6.22993517466155,-6.22446110068005
187,187,-6.210817838529872,-6.260542025714399
188,188,-6.319616642938035,-6.238371361016403
189,189,-6.286768824509996,-6.317635658417281
190,190,-6.2092613789650395,-6.444350762315387
191,191,-6.246293186477003,-6.270449318089174
192,192,-6.288232394532191,-6.427212264094324
193,193,-6.257598367785222,-6.308133637037714
194,194,-6.412105720286529,-6.255239936790609
195,195,-6.408228851582046,-6.343645636531582
196,196,-6.235415583850766,-6.402726720646318
197,197,-6.331883334854953,-6.324235895271896
198,198,-6.376668546575344,-6.311697249783127
199,199,-6.387012366130825,-6.432584573769854
200,200,-6.178177229511125,-6.459992388622373
