,step,seed0,seed1,seed2,seed3,seed4,seed5,seed6,seed7,seed8,seed9,seed10,seed11,seed12,seed13,seed14,seed15,seed16,seed17,seed18,seed19
0,0,-1.0031760190950167,-1.362274876185226,-0.9227546122286309,-1.2539186942182876,-1.9490138677886013,-1.0112861273922156,-0.953077885708404,-0.9435591900365904,-1.4666493297297256,-1.487162641294849,-0.9683724490734301,-1.5627149131099045,-1.1424439586159894,-1.4691506767845548,-1.2195672648003146,-0.7363478394385288,-1.2159703559813895,-2.0072299700441145,-1.2401587680906174,-1.8731276580012646
1,1,-1.0169822557480275,-1.4336387175297345,-0.998490313613645,-1.2933676923182875,-2.044343707792524,-1.0493146379004867,-0.9895542295990649,-0.9462506090748689,-1.4653946581665647,-1.4988576293908997,-1.0200931308892784,-1.5824617501465823,-1.1741276266772387,-1.472432547590903,-1.2368700628160259,-0.7870109696559311,-1.276780980131528,-2.025346797514835,-1.318081962967527,-1.8914751450477576
2,2,-1.0618869549496737,-1.4664802543717244,-0.9920179049125071,-1.3452430392958192,-2.058072951793228,-1.0955887534417719,-0.9924433966162832,-0.9951728407867061,-1.5055446930234664,-1.5087914931647384,-1.0621956552727958,-1.632585955848332,-1.171584150996794,-1.465611933073148,-1.2498802491052687,-0.7864308487910533,-1.295275457784106,-2.092637667078346,-1.3029665440258962,-1.949590021465347
3,3,-1.090970695606944,-1.4962086264721797,-1.051360635963296,-1.3553497165776944,-2.1152565483824963,-1.1626271498024003,-1.0079867048841085,-1.0043585237123915,-1.587095758706665,-1.5643565028665567,-1.0441318656398868,-1.6401056024337535,-1.2098290580929658,-1.4990694052375242,-1.2684286667114637,-0.8428595924910336,-1.316587153571281,-2.1441026187899763,-1.3380106003730208,-2.000802507182414
4,4,-1.1594409358524616,-1.5420427109868549,-1.0507974426035378,-1.387464836587888,-2.165544306319262,-1.1564094544118004,-1.0413306868810344,-1.0532882520283953,-1.6402587486047713,-1.5741814005524395,-1.1046511671511763,-1.750834739883809,-1.2231782873099533,-1.5400137720668592,-1.341232018146502,-0.8550995672259649,-1.36001769352949,-2.1537680603342753,-1.4181470379130916,-2.064836581512612
5,5,-1.1364188737977596,-1.6028657070324281,-1.0586535474512497,-1.439179913413029,-2.2442031176355646,-1.2172924611366696,-1.1071367428386683,-1.0856939009306001,-1.6803923909464473,-1.6081958999006416,-1.0977974368885306,-1.7783206212792309,-1.272240138988834,-1.5818077848345327,-1.3271624628552716,-0.9326038751859463,-1.4240535424643372,-2.1628325657337526,-1.4311626926561913,-2.0911630590658286
6,6,-1.167364070421339,-1.647726777581288,-1.1205382318401376,-1.4576181013530851,-2.26496516961547,-1.2728866917319277,-1.1373395298789808,-1.1151804181635043,-1.7391059952410703,-1.6019055671141196,-1.1851198286750462,-1.8523526567181405,-1.2561988841207319,-1.6020179467774647,-1.4063548485522162,-0.9714871172485533,-1.4311146868554905,-2.2756678986532624,-1.4947135614410358,-2.1721076825843535
7,7,-1.2326073089977394,-1.6857128939314585,-1.1323510571668345,-1.5349269444803544,-2.391454590702834,-1.2534097293565014,-1.156165538244488,-1.1678764594339184,-1.7726177549028979,-1.670343236627619,-1.2017076805438316,-1.8817025260822866,-1.331294396434003,-1.6411669962585462,-1.394608987119379,-1.034302874323507,-1.4361332076568436,-2.301041217411449,-1.5092703848689657,-2.2217340030948605
8,8,-1.2392924138799555,-1.7384860375377416,-1.1631403774367082,-1.5808020609760989,-2.4638407020966375,-1.3301392356280883,-1.1933135146269904,-1.1645846950970666,-1.7793480226461758,-1.6746833176768792,-1.2232393059564277,-1.9293257845453289,-1.3451986762519728,-1.6641219900038031,-1.4451159038893209,-1.0722406810979799,-1.4487357264323266,-2.3254076197808593,-1.5632687700569339,-2.2217693739703557
9,9,-1.2598666270318097,-1.805240676859509,-1.2161791603648189,-1.611823534539079,-2.4781945955814697,-1.3625367645985702,-1.219877711408126,-1.2281321690560945,-1.8938735127131194,-1.6816690673701151,-1.2475999904030568,-2.008900889709629,-1.3953279092298512,-1.6984356337466204,-1.4671740766943036,-1.0888983725649526,-1.4770607323730933,-2.3867700050746987,-1.60382979265192,-2.3210254347998553
10,10,-1.3066225284030077,-1.9184566653468185,-1.2241659701338974,-1.66905232505436,-2.6095778068735553,-1.399993057148973,-1.2763182476724881,-1.265122750197805,-1.966761301259398,-1.795532433914328,-1.3409017506031427,-2.0418379066710424,-1.4134360867683615,-1.71123232327223,-1.5023511615055618,-1.1534268856335221,-1.5455982489389488,-2.3684918271751427,-1.6690566399986269,-2.4205973732504065
