,step,seed0,seed1,seed2,seed3,seed4,seed5,seed6,seed7,seed8,seed9,seed10,seed11,seed12,seed13,seed14,seed15,seed16,seed17,seed18,seed19
0,0,-1.020511422826058,-1.6288812396442776,-0.772937824143031,-1.3343244999067951,-2.321106134334876,-0.9987736411243544,-0.8166314766812446,-1.094025113612118,-1.2195331274337995,-1.4069503828836563,-0.9296997202610499,-1.7993280450742537,-1.32407065543869,-1.526691741320182,-1.1536746741459343,-0.6171116943413818,-1.1477678544226453,-2.134684205823508,-1.1392305510324967,-2.3845657751475535
1,1,-1.091441278848365,-1.753139726591038,-0.8361572901402693,-1.3947792175665017,-2.4843216404120243,-1.0757689172813782,-0.8740110571028968,-1.166411531606274,-1.2750835138636676,-1.462007066386691,-0.9997451734560447,-1.8945669704036003,-1.3722650270602799,-1.5735214957761987,-1.202917096352032,-0.6960241504332599,-1.1927681292835433,-2.2161628805118077,-1.2139169520688604,-2.4543929846089894
2,2,-1.1471010365302545,-1.867170383986133,-0.8664949694537942,-1.4796241236599383,-2.627883474707428,-1.1551495003917225,-0.9184184421054726,-1.224558744338136,-1.3616060799282237,-1.508095299667269,-1.0556747785854608,-1.9676878119500758,-1.393535130968911,-1.5707646095797256,-1.2145659974986402,-0.7425250523193465,-1.2414868632262543,-2.3128469023219522,-1.2540231185237647,-2.6165013831076696
3,3,-1.1957143671857324,-1.9668858656303216,-0.9379667524362855,-1.5470508664956055,-2.8009481615719123,-1.2460188902050475,-0.9842011165640421,-1.2893112799192794,-1.460801962175539,-1.5684878180628976,-1.1234731338132415,-2.049577817149358,-1.4535168133200997,-1.6378637381361072,-1.2578535689805337,-0.8222432401661696,-1.290109315487975,-2.4728212007161505,-1.3141269715938126,-2.734573652501276
4,4,-1.2817778707296859,-2.0964163375353064,-0.9795897867129951,-1.606197237675471,-2.914901964716349,-1.2761616118186525,-1.0417489188504725,-1.3523105635279304,-1.533644760648212,-1.6163348465905523,-1.1888200881941173,-2.178931351962477,-1.4975286089284259,-1.7054149754651287,-1.327105865731097,-0.892937161717264,-1.3773080161898177,-2.5363400059834915,-1.4127715087761805,-2.883729378120814
5,5,-1.3278589664112612,-2.2525573933328866,-1.0317947890570538,-1.7200459648814244,-3.1187683745366157,-1.3625402857804803,-1.1218528748886347,-1.4298616007969043,-1.6188773986270772,-1.6575193360669969,-1.240618622979933,-2.247770451264591,-1.5303871662133282,-1.7522544943375806,-1.3519112546288963,-1.0082496409253547,-1.438987317511296,-2.674044180076295,-1.4685832560627579,-3.0419491206595732
6,6,-1.3841327741140588,-2.3837931676941495,-1.106800809392351,-1.7976610497797672,-3.3433322024783054,-1.4576644874019262,-1.1875353991927744,-1.5086163354159456,-1.7060441930642074,-1.6951626614015405,-1.3327741164892586,-2.3545572639967967,-1.5659885897738397,-1.8216644328349791,-1.4040843201872437,-1.0686860530576103,-1.4768314882361326,-2.825920714110871,-1.5399594319325134,-3.230340332708021
7,7,-1.465274724174612,-2.519963565734634,-1.1319968444805653,-1.8993146287788354,-3.609767151378771,-1.499031770707541,-1.2559904427872386,-1.5911369003857219,-1.7770214228937755,-1.787906367250452,-1.3954274530134811,-2.4938051843520923,-1.6285893982626587,-1.8738291124598847,-1.4389793759168523,-1.1792072610777116,-1.5280187683524682,-2.9232896830556405,-1.599188170691847,-3.4099774675120083
8,8,-1.5075634307347285,-2.6789432609599175,-1.181682249404712,-2.0047021932374234,-3.763262523426418,-1.594190626424508,-1.3311820770479603,-1.6740528505432732,-1.8737714541815609,-1.849190272451542,-1.4810484536728534,-2.5557620296036907,-1.6727409136814504,-1.9222229988274593,-1.4723706330743616,-1.2720910856937302,-1.611998960160895,-3.0605525941075338,-1.6725337171070853,-3.553579531679884
9,9,-1.5791960990389242,-2.848224026610774,-1.262158392613495,-2.1144286305818265,-4.0908493840084255,-1.6690787511541623,-1.4056138823394917,-1.747963316786638,-1.9975754085180693,-1.9197737079784967,-1.5552944790634973,-2.7370019815957907,-1.758252163203736,-1.9740238832625974,-1.524810935072473,-1.3605355632403942,-1.681763169455536,-3.2862326653524043,-1.769109529350209,-3.878230275256706
10,10,-1.658990957541897,-3.078702574317374,-1.310517719126408,-2.1943525495983627,-4.3946181606571395,-1.733048178588017,-1.5137694710218486,-1.8757330128546807,-2.1186778496802967,-2.0094967679237756,-1.6374127347078924,-2.8783838083282047,-1.79347765343197,-2.041316206489779,-1.552976863768489,-1.4584659144004988,-1.7346294820510295,-3.3972455626337106,-1.825507611304826,-4.125668025738801
11,11,-1.7511593539163564,-3.1995653594804057,-1.3415846414505395,-2.2614928723305057,-4.661518369630743,-1.814750743977916,-1.5973007534853298,-1.9159787136000586,-2.2339399295297997,-2.0509434546822236,-1.731538386278797,-2.9973028058978985,-1.839659549530523,-2.1147792168749895,-1.582732321236236,-1.5786347155554563,-1.8156069053989201,-3.6317499001771987,-1.9482700476372388,-4.356643881408103
12,12,-1.7971331997233422,-3.427982646819026,-1.4142836352353862,-2.393232539993151,-4.882772080136369,-1.9034327222362062,-1.6755418052038067,-2.055917553397655,-2.369808164166638,-2.101116490905066,-1.8217964898161747,-3.1426951326287664,-1.9069997967541858,-2.1622081713384333,-1.614754318795795,-1.7233352646205073,-1.8758204099330476,-3.7730575410173954,-2.03766798824836,-4.651647353760064
13,13,-1.8756540564172846,-3.6493007560193975,-1.4821924847840775,-2.5440596813014706,-5.1218241402163525,-2.006273908021029,-1.8241986272597137,-2.2013408972781776,-2.506004851424868,-2.188631956230213,-1.9125634963379816,-3.293335249623548,-1.9783481942839432,-2.2468740486962018,-1.6638787823103875,-1.837380403655558,-1.9563446337549255,-3.99505216825172,-2.1270813560546604,-4.862294739903535
