,step,seed0,seed1
109,109,-5.019954767935257,-4.9720818491745
110,110,-4.952885156659827,-4.903902882730675
111,111,-4.948797571917455,-5.024415828516432
112,112,-5.034355082997121,-5.018615233776749
113,113,-4.988404250531653,-4.972454244137814
114,114,-5.065128779186621,-5.04395025036811
115,115,-4.9646341687632525,-5.049442210531253
116,116,-5.084501979692818,-5.072276292681931
117,117,-4.961174863473428,-4.94030107271678
118,118,-5.057732873910403,-4.999995737651388
119,119,-5.040750366056322,-5.02943506440002
120,120,-5.049379480687688,-5.007773172594246
121,121,-5.016779896394395,-5.014589114448144
122,122,-4.982734966689882,-5.033000284049169
123,123,-5.0135306821112735,-5.075969372420763
124,124,-5.106149453172255,-5.157629849520387
125,125,-5.0718392670685875,-5.199393516194635
126,126,-5.116179078240663,-5.110792180709172
127,127,-5.08685416532109,-5.055156981897518
128,128,-5.1349687849469685,-5.05579853521871
129,129,-5.055065585517624,-5.064885211122337
130,130,-5.174984515440541,-5.09324669984759
131,131,-5.166249463574387,-5.189650949860813
132,132,-5.072914532118703,-5.183358359863125
133,133,-5.141552951302961,-5.1693465703492025
134,134,-5.075989059806886,-5.149936672468765
135,135,-5.256658526103695,-5.132161961470715
136,136,-5.243223300083424,-5.166321089168663
137,137,-5.1772454510124915,-5.1586605649565795
138,138,-5.233182484318119,-5.138792888258588
139,139,-5.19898755251126,-5.141419435134226
140,140,-5.235734997353574,-5.089108794554468
141,141,-5.239635634804293,-5.1211140562561495
142,142,-5.193025909019054,-5.1204269569376075
143,143,-5.30815568681335,-5.2303453264130875
144,144,-5.16070449603141,-5.307686382705705
145,145,-5.2278620118632935,-5.199803000103009
146,146,-5.22774702963624,-5.235074071099567
147,147,-5.17147482845536,-5.342544288325167
148,148,-5.196981101127328,-5.322245721657524
149,149,-5.2514480351788855,-5.205658334644839
150,150,-5.237639239625657,-5.210813470778959
151,151,-5.27248591237375,-5.19529932865508
152,152,-5.326995847997544,-5.184340891264927
153,153,-5.293675436729341,-5.299174447594177
154,154,-5.264202956831613,-5.334696679784924
155,155,-5.26562013539107,-5.362567357353514
156,156,-5.235580294928191,-5.27669543952239
157,157,-5.392930067283843,-5.210957612970391
158,158,-5.380792743948219,-5.294964580634827
159,159,-5.363186339035678,-5.203980302179591
160,160,-5.304120913029067,-5.278433973886375
161,161,-5.30662017902962,-5.182342713964606
162,162,-5.2287996085105535,-5.283713688877091
163,163,-5.241933691639558,-5.389854642851976
164,164,-5.384953810974869,-5.3801541907137915
165,165,-5.325761003804462,-5.372322133502043
166,166,-5.325822390206613,-5.3709558299175475
167,167,-5.372892411191258,-5.383653019258213
168,168,-5.464767885037574,-5.353915879111641
169,169,-5.420336253214973,-5.504493827541599
170,170,-5.387731474100249,-5.471365862987021
171,171,-5.422027153924987,-5.447173704450207
172,172,-5.435044135167229,-5.401676413913828
173,173,-5.420472081470904,-5.358651322829831
174,174,-5.363841206512931,-5.423432642532696
175,175,-5.516659886846676,-5.441685793567088
176,176,-5.534227831799209,-5.405803298926315
177,177,-5.3812889204883065,-5.477997875665322
178,178,-5.5647509143678,-5.4112588940477275
179,179,-5.497746059000808,-5.380658298643687
180,180,-5.477562024109157,-5.40230235135251
181,181,-5.653541431651767,-5.407273039147869
182,182,-5.599202338980228,-5.448825791496426
183,183,-5.432873161059726,-5.409918161394242
184,184,-5.648691085104951,-5.55408589445713
185,185,-5.476550461636369,-5.404181875267493
186,186,-5.539649979305884,-5.458836078865229
187,187,-5.404433146159347,-5.428813802132459
188,188,-5.4172433140468765,-5.400152984062066
189,189,-5.469291893399394,-5.4878941802543935
190,190,-5.545443064393298,-5.521086854236867
191,191,-5.554429810107093,-5.5623544900014705
192,192,-5.595237880892187,-5.4322662411254825
193,193,-5.614558275097479,-5.529111514863283
194,194,-5.747860736668222,-5.473425141781353
195,195,-5.592100522125003,-5.629584503007145
196,196,-5.50109502298384,-5.614086428002154
197,197,-5.581366562923596,-5.585715728488365
198,198,-5.716135507944949,-5.594520107944949
199,199,-5.37480377779405,-5.538030818339693
200,200,-5.565038009303461,-5.534489435289823
