,step,seed0,seed1,seed2,seed3,seed4,seed5,seed6,seed7,seed8,seed9,seed10,seed11,seed12,seed13,seed14,seed15,seed16,seed17,seed18,seed19
0,0,0.5608723061441527,-0.15456531375843616,-1.9467478388979096,0.5007745146378528,1.217590998705909,-0.44009756548910306,-0.9290119831699192,0.3402093498767104,-0.8511739376093967,0.03508739441647274,-0.9007487219241149,0.4170217619593681,-2.469710891052807,0.5509754501828771,-5.253327466245523,-0.8155760578181186,-3.086151841981896,-3.1313410780891435,-2.992020248933266,-0.9176472952486816
1,1,0.2671144593851216,-0.5521727759735148,-3.3503650595833503,0.28984511465092977,0.9976038918655725,-0.9736374576261676,-1.7434003701310814,-0.13480282788695452,-1.898190493697015,-0.39740708995731006,-1.8032184756080358,0.09783107008886231,-4.1432444290113875,0.1276744058035878,-4.390807904848204,-1.8984845533345414,-5.287060711474052,-6.080129664891464,-5.741904144638713,-1.430683954769916
2,2,-0.09132117540048851,-0.9899334452849918,-4.998013937093979,0.03883217155009357,0.7445946929768908,-1.7106058541843758,-3.0133621541119022,-0.774108016103009,-4.166009883127805,-0.9696528391611429,-3.214230350001972,-0.2967133141356919,-4.669984602195697,-0.36413466889854024,-5.191721783664141,-3.6793569494520146,-4.669714788669055,-3.872248640968123,-4.1566870569835865,-2.185205716103629
3,3,-0.5045189187533511,-1.524618677842929,-3.6723652855946964,-0.24143395073598548,0.45233330129376714,-2.7752513198168915,-4.539684849046397,-1.713546970079525,-4.373195041206342,-1.7404188301875902,-4.584829804837527,-0.7612736754342944,-3.5538065180035865,-1.0286739317732272,-5.379405916246148,-3.9320204689253866,-3.8328400363189927,-3.765051310717098,-3.629151060333154,-3.214689385054683
4,4,-0.9970893911571344,-2.1909188792709804,-3.044424462539461,-0.5500635800458431,0.13078627550862157,-4.193106489811578,-3.529636242917838,-3.4562776599604015,-2.594973906930066,-2.7865302149599436,-3.367110699431953,-1.3719402150163444,-3.279306725178778,-1.9778785022988197,-4.706565571122561,-2.651961973843762,-4.061976803090797,-4.568719983309467,-4.11749394103786,-4.600522979619642
5,5,-1.5552633535146922,-3.138460072216734,-2.995369773763306,-0.9550228194173324,-0.28070348050353167,-4.249386728327664,-2.6746627958413707,-5.63722932317861,-2.1857548639046085,-4.197597255698434,-2.6328082154802632,-2.0635436942347263,-3.571303967613041,-3.237735298637537,-4.971682366171656,-2.1133159658365983,-4.912303156888087,-6.005342097500127,-5.191126297599359,-4.729400839941038
6,6,-2.3168629351205983,-4.264423369907399,-3.2090073685293588,-1.3847996205723412,-0.7519505982601221,-3.0549455596968564,-2.328114473297212,-2.8171360674247277,-2.2317787035911083,-3.9479777337942,-2.30344989686153,-3.106171351831019,-4.107084879360667,-3.9508782401119564,-5.608728998424478,-2.0791909777559563,-5.943773610963919,-5.173337258638213,-6.056222277883815,-3.696930870671168
7,7,-3.297106211535601,-4.788401141271796,-3.855800545891575,-1.9221488464157488,-1.370040231880874,-2.630641295530306,-2.3620598015064007,-1.959565933905936,-2.5659291885486923,-2.9038364675191257,-2.358044488839176,-4.212336221633707,-4.836691382186774,-2.822563133384434,-5.631179128342785,-2.1900718430026442,-5.6061878241539675,-4.420224217752079,-4.955794421449824,-3.1335223983858898
8,8,-4.277924886754649,-3.9908781542644305,-4.68385212920702,-2.6318712020439583,-2.069242365827032,-2.335483086470001,-2.521657692934244,-1.6362031259015402,-3.2237085404854495,-2.3774361404714517,-2.5621616128389824,-3.8774350703771776,-5.307948107461404,-2.2051671416624488,-5.245431207414346,-2.511072141028858,-4.7503194120896035,-4.33492759509259,-4.467468925527287,-2.8571894228495545
9,9,-4.301769850751731,-3.2511145934794032,-5.091231392797797,-3.443602521035782,-3.0513189609178077,-2.253427368819323,-2.8545215238312505,-1.5445333779213235,-4.398165479812651,-2.1002246620650245,-2.9825140976258058,-3.0180407316701396,-4.675017694921529,-1.7501048372412593,-5.185950949855868,-3.139772621798301,-4.464472280698802,-4.703041210533273,-4.432275863061363,-2.746373519313801
10,10,-3.492711846878108,-2.7909293322122655,-4.616388191882139,-4.354655839677903,-3.836382322036627,-2.3062971266946724,-3.2638711298700627,-1.6107245235731134,-6.816652720682159,-1.8893301809444267,-3.4804359321978806,-2.4180118838880427,-4.175529008239574,-1.6263877732786947,-5.439876992285524,-3.8071618682290147,-4.67874156140381,-5.58729210859354,-4.855582587940713,-2.7412815159397588
